#OTUId,81.AVd_108,83.AVd_109,85.AVd_110,86.AVd_148,87.AVd_150,88.AVd_154,89.AVd_166,90.AVd_167,92.AVd_170,93.AVd_292,94.AVd_296,95.AVd_298,111.AVd_312,112.AVd_306,113.AVd_307,114.AVd_308,118.AVd_290
OTU_3,21.1433046202036,23.5266604303087,23.143575080149034,0.0,0.061932287365813375,0.009505703422053232,0.03602045962106477,0.02803476310625175,0.006692544505420961,7.657453556864522,16.825203561372803,4.273798262963282,0.01795009872554299,2.6435444644178916,0.0,1.8814003334127174,0.05991611743559017
OTU_4,17.384494909945182,16.922357343311507,15.613898275712677,1.1880707993211024,0.7569501789154969,0.028517110266159697,0.08644910309055544,0.0,0.0,3.48889895786135,1.6056616695837456,3.250494453521369,0.3590019745108598,2.0619646822459554,2.8059572631124543,2.357704215289355,0.019972039145196723
OTU_7,27.825632993996347,30.243217960710943,29.43419114461485,0.008082114281095934,0.0,0.009505703422053232,0.02881636769685181,0.037379684141669006,0.0,0.0,0.0,0.0,0.0,0.010574177857671566,0.010792143319663286,0.0,0.0
OTU_24,11.615766118506917,11.337698783910197,11.437483753574213,1.3901236563485007,0.990916597853014,1.4163498098859315,0.7204091924212953,1.1027006821792356,3.0518002944719584,0.6667098194057868,0.06848793851305075,0.15478545016768425,1.1308562197092085,1.2160304536322302,1.4785236347938702,1.9766611097880449,9.117235869782304
OTU_1,4.045941007569825,4.087932647333957,5.978684689368339,1.5517659419704195,4.727497935590421,0.009505703422053232,6.0874576759599455,7.915148116998411,3.921831080176683,13.541329535892292,10.311239631687085,18.72903947028979,11.900915455035003,13.196573966374114,7.856680336714872,7.096927839961896,24.176153385260633
OTU_30,4.054641955973201,5.612722170252573,5.675418074690235,0.01616422856219187,0.027525461051472612,0.14258555133079848,0.612347813558101,0.5326604990187833,1.345201445589613,0.6926014628778562,0.8827334297237653,0.4815547338550176,1.5257583916711541,0.6027281378872793,0.38851715950787824,0.5596570612050488,0.04993009786299181
OTU_580,1.870703906725833,1.2722170252572498,1.6203101984230137,0.0,0.027525461051472612,0.0,0.007204091924212953,0.0,0.0,0.0,0.08370748040483982,0.008599191675982458,0.19745108598097288,0.010574177857671566,0.05396071659831642,0.011907597046915932,0.0
OTU_36,3.741407813451666,1.8054256314312442,2.0275539381336105,1.7053261133112423,3.4819708230112854,2.6806083650190113,1.1598587997982854,0.897112419400056,2.3892383884352832,1.5017153213800245,2.2829312837683586,2.313182560839281,3.5900197451085982,0.7296182721793381,2.6009065400388516,1.4527268397237438,1.4379868184541642
OTU_68,1.5574697642042983,1.0570626753975678,1.2910493024867862,0.250545542713974,0.08945774841728599,0.10456273764258556,0.1224695627116202,0.15886365760209326,0.18069870164636595,0.3754288303450061,0.11414656418841793,0.07739272508384212,0.1795009872554299,0.07401924500370097,0.09712928987696956,0.13098356751607526,1.7575394447773118
OTU_88,0.8613938919342208,0.7577174929840973,0.8491465210986916,0.08082114281095935,0.13762730525736305,0.0,0.22332684965060154,0.21493318381459678,0.20077633516262883,0.11003948475629491,0.030439083783578114,0.03439676670392983,0.48465266558966075,0.1903352014380882,0.09712928987696956,0.25005953798523456,0.9886159376872379
OTU_22,1.4878621769772906,1.3751169317118803,0.9791179273893077,0.008082114281095934,0.09633911368015415,0.019011406844106463,0.0,0.009344921035417252,0.006692544505420961,0.02589164347206939,0.030439083783578114,0.09459110843580704,1.3642075031412673,0.16918684572274506,0.5935678825814806,0.6430102405334603,0.9586578789694428
OTU_28,0.530757852605934,0.5612722170252572,0.35525517719435057,0.08890325709205528,0.0,0.028517110266159697,0.07204091924212953,0.08410428931875526,0.1539285236246821,0.05825619781215613,0.022829312837683587,0.03439676670392983,0.01795009872554299,0.021148355715343133,0.0,0.0357227911407478,0.27960854803275415
OTU_210,0.4089445749586705,0.2245088868101029,0.1992894896456113,0.0,0.0,0.0,0.0,0.0,0.0,0.02589164347206939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_102,0.44374836857217437,0.25257249766136575,0.2252837709037345,0.04849268568657561,0.013762730525736306,0.19961977186311788,0.03602045962106477,0.06541444724792075,0.046847811537946725,0.038837465208104084,0.0,0.0,0.01795009872554299,0.08459342286137253,0.03237642995898986,0.023815194093831864,0.14979029358897544
OTU_148,0.11311232924388759,0.16838166510757718,0.11264188545186725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15977631316157379
OTU_5,0.0,0.0,0.07798284377436963,0.04041057140547968,0.10322047894302229,0.4847908745247148,3.9190260067718463,6.205027567517054,13.043769241065453,3.314130364424882,6.316109885092459,6.698770315590335,0.7898043439238915,2.09368721581897,1.2410964817612777,6.572993569897594,2.836029558617935
OTU_32,0.06960758722700774,0.0,0.05198856251624642,0.1373959427786309,0.8326451968070465,0.07604562737642585,3.0113104243210143,3.139893467900196,6.05675277740597,0.7961680367661337,0.3652690054029374,0.26657494195545617,0.4308023694130318,0.05287088928835783,0.18346643643427585,0.17861395570373897,0.009986019572598362
OTU_572,0.4872531105890542,0.4303086997193639,0.4159085001299714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022829312837683587,0.0,0.03590019745108598,0.0,0.0,0.023815194093831864,0.0
OTU_23,0.0,0.018709073900841908,0.02599428125812321,5.988846682292087,4.927057528213598,1.2072243346007605,1.7505943375837476,3.1492383889356135,2.242002409316022,0.0,0.0,0.017198383351964917,0.39490217196194577,0.30665115787247543,0.03237642995898986,0.535841867111217,12.572398641901339
OTU_14,0.008700948403375968,0.009354536950420954,0.034659041677497615,1.72957245615453,2.5392237819983485,2.0152091254752853,7.838052013543693,15.409774787403046,6.712622138937224,0.6990743737458736,9.146944676965223,8.289620775647089,0.8616047388260636,0.7719149836100243,0.4316857327865314,1.6908787806620624,0.019972039145196723
OTU_596,0.0,0.0,0.017329520838748808,0.0,0.0,0.0,1.4480224767668035,2.2988505747126435,1.0641145763619329,1.1651239562431226,0.4946351114831444,0.5933442256427895,0.07180039490217197,0.10574177857671566,0.10792143319663285,0.16670635865682304,0.0
OTU_19,0.0,0.0,0.02599428125812321,0.26670977127616585,0.08257638315441784,0.0,2.773575390821987,1.270909260816746,0.174006157140945,2.252572982070037,2.9906399817365497,2.2013930690515093,0.2513013821576019,0.32779951358781856,0.043168573278653144,0.13098356751607526,0.0
OTU_156,0.0,0.0,0.02599428125812321,0.4121878283358927,0.04128819157720892,0.0,1.822635256825877,3.1212036258293616,0.174006157140945,0.0,0.0,0.0,0.16155088852988692,0.05287088928835783,0.0,0.09526077637532746,0.0
OTU_64,0.0,0.0,0.02599428125812321,0.0,0.0,0.0,1.3543692817520352,0.8877674983646389,3.3730424307321645,0.0,0.0,0.0,0.0,0.0,0.010792143319663286,0.0,0.0
OTU_39,0.0,0.0,0.02599428125812321,0.3313666855249333,0.2477291494632535,0.0,0.8933073986024062,2.766096626483506,0.9369562307589345,0.0,0.9740506810744997,0.7481296758104738,0.0,0.3489478693031617,0.09712928987696956,0.23815194093831865,0.0
OTU_439,0.04350474201687984,0.08419083255378859,0.07798284377436963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021148355715343133,0.0,0.011907597046915932,0.0
OTU_118,0.0,0.0,0.008664760419374404,0.008082114281095934,0.2614918799889898,0.0,1.1958792594193501,2.7847864685543406,1.2515058225137197,0.0,0.0,0.0,0.12565069107880095,0.0,0.12950571983595943,0.0,0.0
OTU_1331,0.0,0.0,0.017329520838748808,4.3077669118241335,6.041838700798238,0.0,10.402708738563504,3.6818988879543966,3.091955561504484,0.0,0.0,0.0,1.5078082929456111,0.41239293644919106,0.2913878696309087,0.3691355084543939,0.009986019572598362
OTU_35,0.0,0.0,0.008664760419374404,0.5738301139578114,1.169832094687586,0.8079847908745247,2.9536776889273106,5.765816278852443,2.569937090081649,0.18771441517250306,3.2037135682215965,2.9581219365379656,0.2692514808831449,0.2855028021571323,0.25901143967191886,0.70254822576804,0.009986019572598362
OTU_73,0.0,0.0,0.017329520838748808,0.03232845712438374,0.22708505367464904,0.1520912547528517,0.763633743966573,0.6447995514437903,1.2448132780082988,0.0,0.0,0.0,0.0,0.0,0.0,0.011907597046915932,0.0
OTU_13,0.026102845210127904,0.0,0.017329520838748808,6.6030873676553785,1.6515276630883566,5.095057034220532,0.0,0.0,0.0,25.0372192374911,6.422646678334982,4.488778054862843,1.0052055286304076,0.24320609072644603,2.1368443772933303,1.8337699452250535,0.019972039145196723
OTU_27,0.0,0.0,0.008664760419374404,0.2747918855572618,0.5229837599779796,0.8745247148288974,1.0878178805561558,0.9251471825063078,0.4082452148306786,0.8350055019742378,0.2359028993227304,0.31817009201135094,0.053850296176628974,0.4969863593105636,0.20505072307360242,0.20242914979757085,0.0
OTU_57,0.11311232924388759,0.0,0.008664760419374404,1.8265578275276813,0.24084778420038536,0.0,0.5979396297096751,0.448556209700028,0.36808994779815285,0.0,0.4718057986454608,0.3353684753633158,0.6282534553940047,0.4546896478798773,0.18346643643427585,0.16670635865682304,0.009986019572598362
OTU_289,0.0,0.009354536950420954,0.008664760419374404,0.024246342843287805,0.013762730525736306,0.94106463878327,0.1224695627116202,0.4579011307354453,0.8767233302101459,0.05825619781215613,0.0,0.03439676670392983,0.14360078980434393,0.17976102358041662,0.19425857975393912,0.15479876160990713,0.0
OTU_1063,0.0,0.0,0.008664760419374404,0.03232845712438374,0.28213597577759425,1.0836501901140685,2.442187162308191,0.7943182880104663,1.4991299692142952,0.5760890672535439,2.275321512822464,3.9040330208960357,1.1847065158858374,0.6978957386063234,0.48564644938484786,0.1428911645629912,0.0
OTU_99,0.0,0.0,0.008664760419374404,0.0,0.006881365262868153,0.0,0.9437360420718969,2.7006821792355855,5.253647436755454,0.006472910868017347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_15,0.017401896806751936,0.0,0.008664760419374404,0.8405398852339772,0.34406826314340766,0.11406844106463879,1.51285930408472,2.3642650219605645,1.7065988488823451,1.139232312771053,0.8675138878319762,0.9631094677100352,0.46670256686411776,0.6767473828909802,0.7122814590977768,0.7978090021433675,2.087078090673058
OTU_52,0.0,0.0,0.008664760419374404,0.29095611411945366,0.11010184420589045,1.3783269961977187,0.0,0.0,0.0,0.0,0.007609770945894529,0.0,0.0,0.0,0.0,0.0,0.0
OTU_12,0.0,0.009354536950420954,0.017329520838748808,4.954336054311808,7.0946875860170655,0.0,13.651754196383546,4.597701149425287,3.1388033730424305,0.0,0.0,0.0,2.082211452162987,0.4335412921645342,0.4208935894668681,0.7739938080495357,0.0
OTU_334,0.06090663882363177,0.0,0.008664760419374404,2.46504485573426,1.1354252683732453,0.2661596958174905,0.23773503349902744,0.20558826277917952,0.2944719582385223,1.4758236779079552,1.2936610608020698,1.1178949178777196,1.7950098725542991,0.9305276514750979,1.0900064752859917,1.4646344367706596,1.8374276013580986
OTU_10,0.0,0.009354536950420954,0.008664760419374404,4.0572213691101595,7.796586842829617,9.277566539923955,4.41610834954254,0.0,6.277606746084861,1.1457052236390706,0.08370748040483982,1.2640811763694213,0.2154011847065159,0.35952204716083325,0.12950571983595943,0.011907597046915932,0.039944078290393446
OTU_56,0.0,0.0,0.008664760419374404,0.0,0.006881365262868153,0.0,1.8802679922195806,0.02803476310625175,0.43501539285236246,0.0,0.09131725135073435,0.0601943417318772,0.01795009872554299,0.27492862429946074,0.010792143319663286,0.0,1.4280007988815657
OTU_80,0.0,0.009354536950420954,0.008664760419374404,0.0,0.0,0.0,0.6411641812549528,0.9905616297542286,1.7400615714094498,0.006472910868017347,0.03804885472947264,0.04299595837991229,0.0,0.6450248493179656,0.03237642995898986,0.0,0.009986019572598362
OTU_6,0.008700948403375968,0.0,0.008664760419374404,1.2123171421643901,0.37159372419488024,20.731939163498097,0.0,0.018689842070834503,0.0,3.5924655317496277,1.4306369378281714,3.061312236649755,3.0515167833423082,1.903352014380882,2.115260090654004,1.4765420338175756,0.22967845016976232
OTU_111,0.0,0.0,0.008664760419374404,0.4445162854602764,0.07569501789154968,0.0,2.118003025718608,2.3549201009251473,1.7601392049257127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_41,0.0,0.0,0.008664760419374404,1.0264285136991838,2.2777319020093585,2.8041825095057034,1.239103810964628,0.009344921035417252,1.726676482398608,0.3106997216648327,0.007609770945894529,0.45575715882707024,0.10770059235325795,0.042296711430686265,0.043168573278653144,0.0,0.0
OTU_40,0.008700948403375968,0.0,0.008664760419374404,0.6950618281742503,1.128543903110377,0.0,0.461061883149629,0.6261097093729558,1.5125150582251372,0.8220596802382031,1.2860512898561753,0.14618625849170178,1.7232094776521272,0.8882309400444115,0.2913878696309087,0.70254822576804,3.6249251048532054
OTU_26,0.0,0.009354536950420954,0.008664760419374404,0.864786228077265,1.3556289567850262,0.655893536121673,0.7204091924212953,2.1026072329688814,0.5621737384553608,0.0,1.6056616695837456,1.8402270186602459,2.369413031771675,2.220577350111029,0.9281243254910425,1.6551559895213146,3.2554423806670663
OTU_515,0.017401896806751936,0.0,0.008664760419374404,1.0345106279802796,0.63308560418387,1.5684410646387832,0.0,0.0,0.0,0.5048870477053531,0.0532683966212617,0.1203886834637544,1.0770059235325795,0.7824891614676959,0.3561407295488884,0.9764229578471064,0.009986019572598362
OTU_103,0.0,0.009354536950420954,0.008664760419374404,0.36369514264931707,0.2546105147261217,0.04752851711026616,0.8933073986024062,5.522848331931595,0.05354035604336769,0.0,0.3728787763488319,0.3353684753633158,0.03590019745108598,0.7719149836100243,0.021584286639326572,0.523934270064301,0.019972039145196723
OTU_209,0.0,0.0,0.008664760419374404,0.0,0.013762730525736306,0.009505703422053232,0.03602045962106477,0.112139052425007,0.033462722527104805,0.006472910868017347,0.0,0.0,0.10770059235325795,0.0,0.021584286639326572,0.04763038818766373,0.07988815658078689
OTU_101,0.0,0.0,0.0,0.250545542713974,0.3509496284062758,0.1806083650190114,0.2449391254232404,0.37379684141669,1.218043099986615,0.006472910868017347,0.007609770945894529,0.008599191675982458,0.9334051337282355,0.6555990271756371,0.24821929635225556,0.6311026434865444,0.48931495905731975
OTU_72,0.0,0.009354536950420954,0.0,0.0,0.006881365262868153,0.0,1.534471579857359,0.34576207831043826,1.8069870164636594,0.3301184542688847,0.4337569439159881,0.507352308882965,0.10770059235325795,0.2114835571534313,0.0,0.0714455822814956,0.0
OTU_45,0.008700948403375968,0.0,0.0,0.33944879980602927,0.14450867052023122,0.009505703422053232,0.10085728693898134,0.07475936828333801,0.38816758131441575,0.8414784128422551,0.25112244121451943,0.17198383351964916,2.7643152037336205,0.6661732050333087,1.0792143319663285,0.7501786139557037,0.0
OTU_700,0.017401896806751936,0.009354536950420954,0.0,0.15356017134082275,0.5367464905037159,0.0,2.8023917585188385,2.083917390898047,0.23423905768973363,0.0,0.0,0.008599191675982458,0.19745108598097288,0.44411547002220575,0.48564644938484786,0.70254822576804,0.009986019572598362
OTU_63,0.03480379361350387,0.0,0.0,0.7678008567041138,0.5573905862923204,0.2946768060836502,2.636697644261941,1.7194654705167742,3.634051666443582,0.7508576606900123,0.28156152499809756,0.3697652420672457,0.8436546401005206,0.5710056043142646,0.7122814590977768,0.6549178375803762,0.09986019572598362
OTU_51,0.0,0.0,0.0,0.0,0.006881365262868153,0.009505703422053232,1.5200633960089331,0.8223530511167181,3.1856511845803777,0.4789954042332837,0.007609770945894529,0.0,0.19745108598097288,0.08459342286137253,0.05396071659831642,0.1905215527506549,0.009986019572598362
OTU_113,0.0,0.0,0.0,0.07273902852986341,0.04816955684007707,0.0,0.612347813558101,0.5700401831604522,0.5487886494445188,0.012945821736034695,0.0,0.03439676670392983,0.07180039490217197,0.042296711430686265,0.010792143319663286,0.011907597046915932,0.0
